Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.52     0.00    74810     0.00     0.00  tervel::util::ProgressAssurance::check_for_announcement(tervel::util::ProgressAssurance*)
  0.00      0.52     0.00    72392     0.00     0.00  tervel::util::memory::rc::PoolElement::cleanup_descriptor()
  0.00      0.52     0.00    70875     0.00     0.00  tervel::ThreadContext::get_progress_assurance()
  0.00      0.52     0.00    68585     0.00     0.00  tervel::wf_ring_buffer::Node<long>::~Node()
  0.00      0.52     0.00    68110     0.00     0.00  tervel::util::memory::rc::DescriptorPool::add_to_safe(tervel::util::Descriptor*)
  0.00      0.52     0.00    68026     0.00     0.00  long&& std::forward<long>(std::remove_reference<long>::type&)
  0.00      0.52     0.00    66480     0.00     0.00  tervel::util::memory::rc::free_descriptor(tervel::util::Descriptor*, bool)
  0.00      0.52     0.00    65544     0.00     0.00  std::atomic<long>::atomic(long)
  0.00      0.52     0.00    65543     0.00     0.00  tervel::util::memory::rc::PoolElement::Header::Header()
  0.00      0.52     0.00    65543     0.00     0.00  std::__atomic_base<long>::__atomic_base(long)
  0.00      0.52     0.00    65541     0.00     0.00  tervel::util::memory::rc::PoolElement::PoolElement(tervel::util::memory::rc::PoolElement*)
  0.00      0.52     0.00    65536     0.00     0.00  void tervel::util::memory::rc::PoolElement::init_descriptor<tervel::wf_ring_buffer::EmptyNode<long>, long&>(long&)
  0.00      0.52     0.00    65536     0.00     0.00  _ZN6tervel4util6memory2rc14DescriptorPool14get_descriptorINS_14wf_ring_buffer9EmptyNodeIlEEJRlEEEPT_DpOT0_
  0.00      0.52     0.00    65536     0.00     0.00  _ZN6tervel4util6memory2rc14get_descriptorINS_14wf_ring_buffer9EmptyNodeIlEEJRlEEEPT_DpOT0_
  0.00      0.52     0.00    65536     0.00     0.00  std::__atomic_base<tervel::wf_ring_buffer::Node<long>*>::__atomic_base()
  0.00      0.52     0.00    65536     0.00     0.00  std::atomic<tervel::wf_ring_buffer::Node<long>*>::store(tervel::wf_ring_buffer::Node<long>*, std::memory_order)
  0.00      0.52     0.00    65536     0.00     0.00  std::atomic<tervel::wf_ring_buffer::Node<long>*>::atomic()
  0.00      0.52     0.00    65434     0.00     0.00  tervel::util::Descriptor::on_is_watched()
  0.00      0.52     0.00    64328     0.00     0.00  tervel::util::memory::rc::watch(tervel::util::Descriptor*, std::atomic<void*>*, void*)
  0.00      0.52     0.00    63370     0.00     0.00  std::atomic<tervel::wf_ring_buffer::Node<long>*>::load(std::memory_order) const
  0.00      0.52     0.00    62554     0.00     0.00  tervel::util::Descriptor::~Descriptor()
  0.00      0.52     0.00    60693     0.00     0.00  std::atomic<tervel::wf_ring_buffer::BufferOp<long>*>::atomic(tervel::wf_ring_buffer::BufferOp<long>*)
  0.00      0.52     0.00    60089     0.00     0.00  std::__atomic_base<tervel::wf_ring_buffer::BufferOp<long>*>::__atomic_base(tervel::wf_ring_buffer::BufferOp<long>*)
  0.00      0.52     0.00    59862     0.00     0.00  tervel::util::Descriptor::on_unwatch()
  0.00      0.52     0.00    59468     0.00     0.00  tervel::wf_ring_buffer::ElemNode<long>::ElemNode(long, long, tervel::wf_ring_buffer::BufferOp<long>*)
  0.00      0.52     0.00    59332     0.00     0.00  std::atomic<void*>::load(std::memory_order) const
  0.00      0.52     0.00    59069     0.00     0.00  void tervel::util::memory::rc::PoolElement::init_descriptor<tervel::wf_ring_buffer::ElemNode<long>, long&, long&>(long&, long&)
  0.00      0.52     0.00    55053     0.00     0.00  tervel::wf_ring_buffer::ElemNode<long>* tervel::util::memory::rc::DescriptorPool::get_descriptor<tervel::wf_ring_buffer::ElemNode<long>, long&, long&>(long&, long&)
  0.00      0.52     0.00    54450     0.00     0.00  tervel::wf_ring_buffer::RingBuffer<long>::is_full()
  0.00      0.52     0.00    53275     0.00     0.00  _ZN6tervel4util6memory2rc14get_descriptorINS_14wf_ring_buffer8ElemNodeIlEEJRlS7_EEEPT_DpOT0_
  0.00      0.52     0.00    50152     0.00     0.00  tervel::wf_ring_buffer::EmptyNode<long>::is_EmptyNode()
  0.00      0.52     0.00    49127     0.00     0.01  tervel::wf_ring_buffer::RingBuffer<long>::enqueue(long)
  0.00      0.52     0.00    47383     0.00     0.00  tervel::wf_ring_buffer::RingBuffer<long>::next_tail_seq()
  0.00      0.52     0.00    46824     0.00     0.00  tervel::util::Descriptor::on_watch(std::atomic<void*>*, void*)
  0.00      0.52     0.00    45350     0.00     0.00  tervel::wf_ring_buffer::EmptyNode<long>::~EmptyNode()
  0.00      0.52     0.00    31625     0.00     0.00  std::__atomic_base<bool>::load(std::memory_order) const
  0.00      0.52     0.00    26218     0.00     0.00  std::atomic_bool::load(std::memory_order) const
  0.00      0.52     0.00    23958     0.00     0.00  tervel::wf_ring_buffer::RingBuffer<long>::is_empty()
  0.00      0.52     0.00    22885     0.00     0.00  void tervel::util::memory::rc::PoolElement::init_descriptor<tervel::wf_ring_buffer::EmptyNode<long>, long>(long&&)
  0.00      0.52     0.00    21929     0.00     0.00  tervel::wf_ring_buffer::RingBuffer<long>::next_head_seq()
  0.00      0.52     0.00    20548     0.00     0.00  _ZN6tervel4util6memory2rc14get_descriptorINS_14wf_ring_buffer9EmptyNodeIlEEJlEEEPT_DpOT0_
  0.00      0.52     0.00    20061     0.00     0.00  std::__atomic_base<tervel::wf_ring_buffer::BufferOp<long>*>::load(std::memory_order) const
  0.00      0.52     0.00    19386     0.00     0.00  tervel::wf_ring_buffer::ElemNode<long>::is_ElemNode()
  0.00      0.52     0.00    18695     0.00     0.00  _ZN6tervel4util6memory2rc14DescriptorPool14get_descriptorINS_14wf_ring_buffer9EmptyNodeIlEEJlEEEPT_DpOT0_
  0.00      0.52     0.00    17720     0.00     0.00  tervel::util::memory::rc::DescriptorPool::add_to_unsafe(tervel::util::Descriptor*)
  0.00      0.52     0.00    16952     0.00     0.01  tervel::wf_ring_buffer::RingBuffer<long>::dequeue(long*)
  0.00      0.52     0.00    14650     0.00     0.00  tervel::wf_ring_buffer::ElemNode<long>::on_watch(std::atomic<void*>*, void*)
  0.00      0.52     0.00    13813     0.00     0.00  tervel::wf_ring_buffer::ElemNode<long>::~ElemNode()
  0.00      0.52     0.00       99     0.00     0.00  std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)>&& std::forward<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >(std::remove_reference<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >::type&)
  0.00      0.52     0.00       81     0.00     0.00  TestObject*&& std::forward<TestObject*>(std::remove_reference<TestObject*>::type&)
  0.00      0.52     0.00       73     0.00     0.00  tervel::Tervel*&& std::forward<tervel::Tervel*>(std::remove_reference<tervel::Tervel*>::type&)
  0.00      0.52     0.00       47     0.00     0.00  int& std::forward<int&>(std::remove_reference<int&>::type&)
  0.00      0.52     0.00       40     0.00     0.00  std::thread::id::id()
  0.00      0.52     0.00       39     0.00     0.00  std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&)
  0.00      0.52     0.00       39     0.00     0.00  void (*&&std::forward<void (*)(int, tervel::Tervel*, TestObject*)>(std::remove_reference<void (*)(int, tervel::Tervel*, TestObject*)>::type&))(int, tervel::Tervel*, TestObject*)
  0.00      0.52     0.00       35     0.00     0.00  std::thread&& std::forward<std::thread>(std::remove_reference<std::thread>::type&)
  0.00      0.52     0.00       24     0.00     0.00  std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::~allocator()
  0.00      0.52     0.00       23     0.00     0.00  __gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::~new_allocator()
  0.00      0.52     0.00       22     0.00     0.00  __gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::new_allocator(__gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const&)
  0.00      0.52     0.00       22     0.00     0.00  std::move_iterator<std::thread*>::base() const
  0.00      0.52     0.00       22     0.00     0.00  std::thread* std::__addressof<std::thread>(std::thread&)
  0.00      0.52     0.00       21     0.00     0.00  __gthread_equal(unsigned long, unsigned long)
  0.00      0.52     0.00       21     0.00     0.00  std::thread::joinable() const
  0.00      0.52     0.00       21     0.00     0.00  std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::allocator(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const&)
  0.00      0.52     0.00       21     0.00     0.00  std::thread::~thread()
  0.00      0.52     0.00       21     0.00     0.00  std::operator==(std::thread::id, std::thread::id)
  0.00      0.52     0.00       20     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::size() const
  0.00      0.52     0.00       20     0.00     0.00  std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const&& std::forward<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const>(std::remove_reference<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const>::type&)
  0.00      0.52     0.00       20     0.00     0.00  int&& std::forward<int>(std::remove_reference<int>::type&)
  0.00      0.52     0.00       19     0.00     0.00  std::remove_reference<std::thread&>::type&& std::move<std::thread&>(std::thread&)
  0.00      0.52     0.00       18     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const
  0.00      0.52     0.00       16     0.00     0.00  std::__atomic_base<int>::load(std::memory_order) const
  0.00      0.52     0.00       16     0.00     0.00  std::__atomic_base<tervel::util::memory::rc::PoolElement*>::__atomic_base(tervel::util::memory::rc::PoolElement*)
  0.00      0.52     0.00       16     0.00     0.00  std::__atomic_base<void*>::__atomic_base()
  0.00      0.52     0.00       16     0.00     0.00  std::atomic<tervel::util::memory::rc::PoolElement*>::atomic(tervel::util::memory::rc::PoolElement*)
  0.00      0.52     0.00       16     0.00     0.00  std::atomic<void*>::atomic()
  0.00      0.52     0.00       15     0.00     0.00  std::_Head_base<1ul, int, false>::_M_head(std::_Head_base<1ul, int, false>&)
  0.00      0.52     0.00       15     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count()
  0.00      0.52     0.00       15     0.00     0.00  void std::_Destroy<std::thread>(std::thread*)
  0.00      0.52     0.00       14     0.00     0.00  std::_Head_base<0ul, void (*)(int, tervel::Tervel*, TestObject*), false>::_M_head(std::_Head_base<0ul, void (*)(int, tervel::Tervel*, TestObject*), false>&)
  0.00      0.52     0.00       14     0.00     0.00  std::_Head_base<2ul, tervel::Tervel*, false>::_Head_base<tervel::Tervel*, void>(tervel::Tervel*&&)
  0.00      0.52     0.00       14     0.00     0.00  std::_Head_base<3ul, TestObject*, false>::_Head_base<TestObject*, void>(TestObject*&&)
  0.00      0.52     0.00       13     0.00     0.00  std::_Head_base<0ul, void (*)(int, tervel::Tervel*, TestObject*), false>::_Head_base<void (*)(int, tervel::Tervel*, TestObject*), void>(void (*&&)(int, tervel::Tervel*, TestObject*))
  0.00      0.52     0.00       13     0.00     0.00  std::_Head_base<3ul, TestObject*, false>::_M_head(std::_Head_base<3ul, TestObject*, false>&)
  0.00      0.52     0.00       13     0.00     0.00  std::_Tuple_impl<0ul, void (*)(int, tervel::Tervel*, TestObject*), int, tervel::Tervel*, TestObject*>::_M_head(std::_Tuple_impl<0ul, void (*)(int, tervel::Tervel*, TestObject*), int, tervel::Tervel*, TestObject*>&)
  0.00      0.52     0.00       13     0.00     0.00  std::_Tuple_impl<2ul, tervel::Tervel*, TestObject*>::_M_head(std::_Tuple_impl<2ul, tervel::Tervel*, TestObject*>&)
  0.00      0.52     0.00       13     0.00     0.00  std::thread::swap(std::thread&)
  0.00      0.52     0.00       13     0.00     0.00  std::thread::thread(std::thread&&)
  0.00      0.52     0.00       13     0.00     0.00  void std::swap<std::thread::id>(std::thread::id&, std::thread::id&)
  0.00      0.52     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::max_size() const
  0.00      0.52     0.00       12     0.00     0.00  std::_Head_base<2ul, tervel::Tervel*, false>::_M_head(std::_Head_base<2ul, tervel::Tervel*, false>&)
  0.00      0.52     0.00       12     0.00     0.00  _ZNSt11_Tuple_implILm1EJiPN6tervel6TervelEP10TestObjectEE7_M_headERS5_
  0.00      0.52     0.00       12     0.00     0.00  _ZNSt11_Tuple_implILm3EJP10TestObjectEE7_M_headERS2_
  0.00      0.52     0.00       12     0.00     0.00  void (&std::forward<void (&)(int, tervel::Tervel*, TestObject*)>(std::remove_reference<void (&)(int, tervel::Tervel*, TestObject*)>::type&))(int, tervel::Tervel*, TestObject*)
  0.00      0.52     0.00       11     0.00     0.00  bool std::operator==<std::thread*>(std::move_iterator<std::thread*> const&, std::move_iterator<std::thread*> const&)
  0.00      0.52     0.00       11     0.00     0.00  bool std::operator!=<std::thread*>(std::move_iterator<std::thread*> const&, std::move_iterator<std::thread*> const&)
  0.00      0.52     0.00        9     0.00     0.00  bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&)
  0.00      0.52     0.00        9     0.00     0.00  std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const&)
  0.00      0.52     0.00        9     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator()
  0.00      0.52     0.00        9     0.00     0.00  std::__atomic_base<unsigned long>::fetch_add(unsigned long, std::memory_order)
  0.00      0.52     0.00        8     0.00     0.00  tervel::util::memory::hp::ListManager::ManagedPool::ManagedPool()
  0.00      0.52     0.00        8     0.00     0.00  tervel::util::memory::rc::PoolManager::ManagedPool::ManagedPool()
  0.00      0.52     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::new_allocator()
  0.00      0.52     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::~new_allocator()
  0.00      0.52     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator++()
  0.00      0.52     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const
  0.00      0.52     0.00        8     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() const
  0.00      0.52     0.00        8     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::max_size() const
  0.00      0.52     0.00        8     0.00     0.00  std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::~allocator()
  0.00      0.52     0.00        8     0.00     0.00  _ZNSt10shared_ptrINSt6thread5_ImplISt12_Bind_simpleIFPFviPN6tervel6TervelEP10TestObjectEiS5_S7_EEEEEC1ISaISC_EJSB_EEESt19_Sp_make_shared_tagRKT_DpOT0_
  0.00      0.52     0.00        8     0.00     0.00  std::__shared_ptr<std::thread::_Impl_base, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.00      0.52     0.00        8     0.00     0.00  std::__shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >(std::_Sp_make_shared_tag, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const&, std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)>&&)
  0.00      0.52     0.00        8     0.00     0.00  std::__atomic_base<tervel::util::OpRecord*>::__atomic_base()
  0.00      0.52     0.00        8     0.00     0.00  std::move_iterator<std::thread*>::move_iterator(std::thread*)
  0.00      0.52     0.00        8     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >(std::_Sp_make_shared_tag, std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >*, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > const&, std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)>&&)
  0.00      0.52     0.00        8     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::thread> >::__maxsize_helper<std::allocator<std::thread> const>::value, unsigned long>::type std::allocator_traits<std::allocator<std::thread> >::_S_max_size<std::allocator<std::thread> const>(std::allocator<std::thread> const&)
  0.00      0.52     0.00        8     0.00     0.00  std::allocator_traits<std::allocator<std::thread> >::max_size(std::allocator<std::thread> const&)
  0.00      0.52     0.00        8     0.00     0.00  std::atomic<tervel::util::OpRecord*>::atomic()
  0.00      0.52     0.00        8     0.00     0.00  std::move_iterator<std::thread*> std::__make_move_if_noexcept_iterator<std::thread*, std::move_iterator<std::thread*> >(std::thread*)
  0.00      0.52     0.00        8     0.00     0.00  main::{lambda(std::thread&)#1}::operator()(std::thread&) const
  0.00      0.52     0.00        7     0.00     0.00  tervel::ThreadContext::get_thread_id()
  0.00      0.52     0.00        7     0.00     0.71  tervel::ThreadContext::ThreadContext(tervel::Tervel*)
  0.00      0.52     0.00        7     0.00     0.71  tervel::util::memory::rc::PoolManager::allocate_pool()
  0.00      0.52     0.00        7     0.00     0.00  tervel::Tervel::get_thread_id()
  0.00      0.52     0.00        7     0.00     0.00  _ZN9__gnu_cxx13new_allocatorINSt6thread5_ImplISt12_Bind_simpleIFPFviPN6tervel6TervelEP10TestObjectEiS6_S8_EEEEE9constructISD_JSC_EEEvPT_DpOT0_
  0.00      0.52     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::new_allocator()
  0.00      0.52     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*)
  0.00      0.52     0.00        7     0.00     0.00  _ZN9__gnu_cxx13new_allocatorISt23_Sp_counted_ptr_inplaceINSt6thread5_ImplISt12_Bind_simpleIFPFviPN6tervel6TervelEP10TestObjectEiS7_S9_EEEESaISE_ELNS_12_Lock_policyE2EEE9constructISH_IKSF_SD_EEEvPT_DpOT0_
  0.00      0.52     0.00        7     0.00     0.00  __gnu_cxx::__exchange_and_add(int volatile*, int)
  0.00      0.52     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::max_size() const
  0.00      0.52     0.00        7     0.00     0.00  std::move_iterator<std::thread*>::operator*() const
  0.00      0.52     0.00        7     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) const
  0.00      0.52     0.00        7     0.00     0.00  std::type_info::operator==(std::type_info const&) const
  0.00      0.52     0.00        7     0.00     0.00  std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::allocator()
  0.00      0.52     0.00        7     0.00     0.00  std::_Head_base<1ul, int, false>::_Head_base<int&, void>(int&)
  0.00      0.52     0.00        7     0.00     0.00  std::_Head_base<1ul, int, false>::_Head_base<int, void>(int&&)
  0.00      0.52     0.00        7     0.00     0.00  std::shared_ptr<std::thread::_Impl_base>::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, void>(std::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >&&)
  0.00      0.52     0.00        7     0.00     0.00  std::shared_ptr<std::thread::_Impl_base>::~shared_ptr()
